Id,Concurso,1ª Dezena,2ª Dezena,3ª Dezena,4ª Dezena,5ª Dezena,6ª Dezena
869,804,13,59,37,56,3,47
870,805,30,2,48,60,43,36
871,806,60,41,47,26,35,18
872,807,8,27,2,32,56,49
873,808,15,21,31,46,2,57
874,809,25,23,11,5,30,15
875,810,4,33,1,48,5,37
876,811,32,57,28,41,10,47
877,811,32,57,28,41,10,47
878,812,57,39,54,11,38,13
879,813,23,15,56,46,9,45
880,814,11,2,46,50,8,41
881,815,57,50,9,39,37,19
882,816,21,47,40,52,30,20
883,817,34,43,29,30,10,52
884,818,44,41,22,8,9,25
885,819,51,5,58,46,25,19
886,820,17,45,32,21,10,46
887,820,17,45,32,21,10,46
888,821,4,29,38,36,33,42
889,822,4,17,41,10,27,52
890,823,15,26,59,1,54,51
891,824,33,48,6,7,20,9
892,825,28,21,40,10,41,47
893,826,45,6,8,7,53,27
894,827,24,56,30,51,42,18
895,828,23,50,53,42,28,38
896,829,32,50,14,47,10,56
897,830,53,51,2,41,13,49
898,831,3,50,48,42,32,33
899,832,17,49,15,33,39,23
900,833,53,58,57,16,46,13
901,834,44,10,17,16,51,34
902,835,58,31,57,49,33,18
903,836,28,22,38,17,52,59
904,837,16,5,24,34,6,60
905,838,9,30,47,38,23,44
906,839,11,18,8,7,37,43
907,840,43,29,35,59,31,17
908,841,36,51,32,22,38,7
909,842,51,44,60,9,7,30
910,843,34,48,1,16,45,36
911,844,54,24,44,57,34,16
912,845,40,48,19,20,14,52
913,846,47,54,2,50,3,44
914,847,42,14,44,27,15,48
915,848,56,34,17,32,47,27
916,849,8,39,9,58,44,49
917,850,60,22,59,25,44,7
918,851,16,32,35,58,19,3
919,851,16,32,35,58,19,3
920,851,16,32,35,58,19,3
921,852,14,38,6,23,44,34
922,853,51,30,59,46,38,56
923,854,17,3,24,27,44,25
924,855,42,3,24,53,43,31
925,856,11,40,41,47,15,42
926,857,17,59,49,2,3,50
927,858,31,37,54,23,4,18
928,858,31,37,54,23,4,18
929,859,46,47,12,57,34,9
930,860,22,8,17,42,44,2
931,861,42,40,60,59,47,39
932,862,19,35,12,2,11,8
933,863,32,53,50,57,15,24
934,864,31,11,33,42,57,8
935,865,27,23,41,51,26,53
936,866,36,48,27,40,5,46
937,867,54,26,28,19,44,10
938,868,57,51,21,22,25,40
939,869,29,42,50,51,49,27
940,870,52,8,43,34,40,21
941,871,17,5,58,1,47,10
942,872,18,55,58,43,31,5
943,873,57,59,4,34,19,30
944,874,59,20,52,42,44,10
945,875,53,18,36,58,24,20
946,876,4,12,41,45,60,8
947,877,13,15,20,31,28,36
948,878,37,12,43,38,11,54
949,879,29,10,46,35,42,28
950,880,51,30,49,25,37,46
951,881,43,24,4,51,18,56
952,882,42,45,44,60,41,17
953,883,21,37,60,32,52,53
954,884,22,11,2,14,39,12
955,885,13,4,31,33,47,51
956,886,50,55,37,33,59,17
957,887,44,12,32,21,1,34
958,888,50,24,40,54,52,60
959,889,34,54,20,39,60,24
960,890,9,21,22,7,17,54
961,891,15,22,19,35,34,16
962,892,1,49,52,42,19,44
963,893,56,53,51,26,18,3
964,894,37,24,44,28,20,41
965,895,2,55,41,43,57,58
966,896,31,11,41,35,22,5
967,897,21,57,46,22,7,43
968,898,4,8,3,54,45,30
969,898,4,8,3,54,45,30
970,899,58,18,54,36,53,20
971,900,4,21,59,18,38,34
972,901,32,34,16,13,56,33
973,902,52,55,23,50,58,18
974,903,17,5,32,55,20,41
975,904,32,44,59,53,48,51
976,905,4,15,57,55,2,16
977,906,35,39,29,24,7,14
978,907,9,41,53,37,36,51
979,908,19,1,9,25,50,52
980,909,42,17,26,38,28,22
981,910,53,29,36,3,15,27
982,911,49,46,1,29,6,28
983,912,26,21,54,4,19,29
984,913,30,14,59,36,46,38
985,914,33,51,9,23,45,12
986,915,20,28,49,26,17,48
987,916,33,37,5,38,28,36
988,917,23,59,25,47,46,30
989,918,38,44,8,4,12,52
990,919,43,25,41,60,31,3
991,920,17,57,55,24,52,5
992,921,35,41,1,57,9,48
993,922,41,49,45,19,13,12
994,923,53,39,2,50,57,15
995,924,51,27,60,21,20,2
996,925,52,37,46,8,22,36
997,926,40,41,34,33,21,59
998,927,36,26,31,23,19,33
999,928,32,10,49,60,4,33
1000,929,16,49,35,39,57,27
1001,930,46,20,55,37,28,49
1002,931,17,34,7,36,39,19
1003,932,2,21,42,53,36,17
1004,933,25,39,45,51,8,14
1005,934,25,48,44,3,21,1
1006,935,7,45,18,13,29,31
1007,936,5,33,14,29,44,22
1008,936,5,33,14,29,44,22
1009,937,22,41,2,30,21,52
1010,938,35,15,27,57,50,59
1011,939,6,23,19,50,37,49
1012,940,25,33,51,31,5,37
1013,941,11,15,10,27,60,53
1014,942,5,52,18,8,59,42
1015,943,47,41,58,3,23,12
1016,944,16,58,43,37,52,59
1017,945,44,8,59,54,4,27
1018,946,59,1,47,5,52,12
1019,947,33,11,3,58,14,5
1020,948,22,44,41,46,52,54
1021,949,44,1,51,52,41,23
1022,950,48,59,49,41,42,23
1023,951,49,24,39,34,55,14
1024,952,54,11,27,18,2,30
1025,953,55,48,1,39,16,42
1026,954,8,5,24,18,57,33
1027,955,35,5,32,21,33,12
1028,955,35,5,32,21,33,12
1029,956,46,51,47,59,54,57
1030,957,50,32,25,34,57,24
1031,958,13,22,7,33,51,48
1032,958,13,22,7,33,51,48
1033,958,13,22,7,33,51,48
1034,959,57,3,5,11,33,39
1035,960,34,6,33,18,53,19
1036,961,16,53,2,4,21,36
1037,962,2,48,49,40,55,11
1038,963,37,17,15,50,48,59
1039,964,42,13,33,20,8,26
1040,965,36,39,57,58,5,30
1041,966,1,58,26,28,4,41
1042,967,18,14,57,30,13,5
1043,968,30,4,13,60,51,1
1044,969,56,35,50,13,41,25
1045,970,57,34,5,54,28,21
1046,970,57,34,5,54,28,21
1047,970,57,34,5,54,28,21
1048,971,4,14,33,44,11,45
1049,972,33,18,15,56,31,34
1050,972,33,18,15,56,31,34
1051,972,33,18,15,56,31,34
1052,973,53,36,8,30,1,47
1053,974,45,20,38,31,16,12
1054,975,33,9,37,40,41,30
1055,976,28,53,38,23,14,25
1056,977,17,3,9,32,7,5
1057,978,42,58,12,18,16,27
1058,979,28,3,39,51,31,15
1059,980,35,17,59,15,36,29
1060,981,8,41,53,1,58,34
1061,982,12,24,8,40,43,49
1062,983,38,45,40,16,32,22
1063,984,46,20,4,43,47,10
1064,985,4,56,18,59,46,16
1065,986,32,6,31,24,15,19
1066,987,47,27,13,31,34,58
1067,988,48,17,46,56,60,8
1068,989,38,21,27,2,29,32
1069,990,29,18,2,15,10,39
1070,990,29,18,2,15,10,39
1071,991,8,38,60,41,15,9
1072,992,6,8,4,1,25,28
1073,993,26,25,42,60,5,24
1074,994,44,40,58,29,3,20
1075,995,4,54,55,36,16,31
1076,996,21,23,20,7,29,15
1077,996,21,23,20,7,29,15
1078,997,18,53,55,32,9,17
1079,998,28,21,4,32,3,22
1080,999,44,36,55,58,18,24
1081,1000,49,58,53,39,38,29
1082,1001,15,37,27,12,60,51
1083,1002,3,31,7,25,40,58
1084,1003,10,27,23,5,16,26
1085,1004,45,47,29,40,44,43
1086,1005,6,41,4,37,12,42
1087,1006,48,17,4,33,55,2
1088,1007,49,27,4,36,52,37
1089,1008,7,15,42,48,34,13
1090,1009,34,12,1,6,58,29
1091,1009,34,12,1,6,58,29
1092,1010,2,46,3,37,13,54
1093,1011,30,2,52,21,11,35
1094,1012,47,19,58,14,40,55
1095,1013,7,9,20,41,12,19
1096,1014,60,57,9,25,8,41
1097,1015,49,8,28,3,26,17
1098,1016,11,9,25,5,60,20
1099,1017,31,51,19,6,56,34
1100,1018,55,51,58,9,44,24
1101,1019,29,47,4,13,46,23
1102,1020,19,32,52,1,2,39
1103,1021,42,55,51,43,2,33
1104,1022,31,21,40,39,56,5
1105,1023,45,40,2,7,18,8
1106,1024,28,53,18,39,22,29
1107,1025,52,40,29,27,28,10
1108,1026,10,33,51,53,6,17
1109,1027,20,18,47,44,60,33
1110,1028,54,26,34,51,20,52
1111,1029,17,5,16,24,20,32
1112,1030,57,8,54,1,23,37
1113,1031,49,33,24,40,46,43
1114,1032,57,43,15,29,26,16
1115,1033,39,6,5,33,54,17
1116,1034,20,42,1,3,49,18
1117,1035,51,60,1,11,59,26
1118,1036,27,39,36,10,41,52
1119,1037,56,36,4,44,46,53
1120,1038,51,7,6,28,35,43
1121,1039,52,2,20,27,36,24
1122,1040,44,1,28,55,6,39
1123,1041,12,10,36,54,44,57
1124,1042,25,46,51,18,13,30
1125,1043,25,14,51,48,60,21
1126,1044,58,10,39,11,13,35
1127,1045,31,6,5,17,50,1
1128,1046,57,40,28,42,54,55
1129,1047,1,2,10,48,14,8
1130,1048,57,3,38,21,28,16
1131,1049,34,17,52,5,2,29
1132,1050,60,14,45,24,33,26
1133,1051,57,11,7,43,10,13
1134,1052,8,11,16,15,57,52
1135,1053,15,42,27,53,34,49
1136,1054,41,27,13,60,14,18
1137,1055,27,32,15,12,20,16
1138,1055,27,32,15,12,20,16
1139,1056,38,8,50,53,59,6
1140,1057,15,49,59,4,3,2
1141,1058,20,51,57,45,24,18
1142,1059,37,1,14,45,12,16
1143,1060,1,41,3,18,16,42
1144,1061,9,41,56,23,21,30
1145,1062,55,8,2,37,23,33
1146,1063,49,1,22,47,44,50
1147,1064,28,4,19,16,49,29
1148,1065,7,57,19,43,39,30
1149,1066,10,43,49,32,25,6
1150,1067,14,10,56,25,4,28
1151,1068,44,48,25,57,27,47
1152,1069,28,17,49,53,45,9
1153,1070,41,53,8,23,5,16
1154,1070,41,53,8,23,5,16
1155,1071,5,37,43,7,53,54
1156,1072,19,18,54,47,43,9
1157,1073,44,36,32,8,34,25
1158,1074,3,47,10,50,29,23
1159,1075,53,39,16,21,10,12
1160,1076,32,33,10,19,42,4
1161,1077,11,6,18,5,37,9
1162,1077,11,6,18,5,37,9
1163,1078,3,6,45,34,41,43
1164,1079,36,12,37,24,5,28
1165,1080,56,11,20,41,34,18
1166,1081,9,56,29,52,16,24
1167,1082,4,40,50,17,55,38
1168,1083,20,28,42,23,10,43
1169,1084,20,5,29,59,40,33
1170,1085,39,50,21,12,40,55
1171,1086,45,4,6,23,10,2
1172,1086,45,4,6,23,10,2
1173,1086,45,4,6,23,10,2
1174,1086,45,4,6,23,10,2
1175,1087,36,46,28,32,3,20
1176,1088,24,42,35,31,6,57
1177,1089,37,48,32,2,18,20
1178,1090,24,9,40,20,36,42
1179,1091,27,56,17,24,49,23
1180,1092,40,30,1,9,33,34
1181,1093,27,49,38,23,41,19
1182,1094,10,9,48,36,41,21
1183,1095,27,23,36,10,21,16
1184,1096,3,41,52,14,13,16
1185,1097,21,48,33,1,56,17
1186,1098,30,20,21,11,50,52
1187,1099,55,44,38,35,14,31
1188,1100,41,33,17,18,7,42
1189,1101,7,12,57,6,24,10
1190,1102,46,23,9,35,11,51
1191,1103,41,19,10,28,55,56
1192,1104,3,35,58,49,2,6
1193,1105,43,1,50,28,57,15
1194,1106,4,15,50,60,43,47
1195,1107,36,20,54,9,3,53
1196,1108,60,44,7,39,43,9
1197,1109,11,52,14,6,29,8
1198,1110,26,45,6,28,42,14
1199,1110,26,45,6,28,42,14
1200,1111,4,43,25,9,33,32
1201,1112,4,34,52,32,58,43
1202,1113,47,36,29,59,3,6
1203,1113,47,36,29,59,3,6
1204,1114,16,3,22,54,25,15
1205,1115,44,41,18,50,37,30
1206,1116,17,20,4,47,9,13
1207,1117,27,35,40,1,6,17
1208,1118,55,44,8,20,43,21
1209,1119,44,54,41,45,34,10
1210,1120,50,55,7,35,44,40
1211,1121,18,4,59,54,56,17
1212,1122,49,44,56,26,46,55
1213,1123,19,4,39,14,45,60
1214,1124,49,11,7,18,16,33
1215,1125,7,42,56,29,33,3
1216,1126,59,31,57,4,52,42
1217,1127,24,8,14,5,29,30
1218,1127,24,8,14,5,29,30
1219,1127,24,8,14,5,29,30
1220,1128,60,8,39,52,24,16
1221,1129,47,19,17,12,32,55
1222,1130,23,49,32,54,18,5
1223,1131,49,34,36,1,16,8
1224,1132,52,30,27,12,55,33
1225,1133,16,5,58,39,10,21
1226,1134,29,36,56,22,9,51
1227,1135,5,4,19,39,6,23
1228,1136,7,31,32,37,43,34
1229,1137,21,28,19,25,50,43
1230,1138,4,25,18,15,36,2
1231,1139,36,42,37,9,28,31
1232,1140,49,58,40,46,10,27
1233,1140,49,58,40,46,10,27
1234,1141,40,9,37,58,50,60
1235,1142,28,31,15,58,3,26
1236,1143,35,47,60,44,30,3
1237,1144,19,10,49,18,1,44
1238,1145,19,3,60,33,24,16
1239,1146,10,34,53,33,28,6
1240,1147,23,39,52,31,6,33
1241,1148,48,32,29,55,27,28
1242,1149,46,54,8,36,7,23
1243,1150,28,17,35,52,31,15
1244,1151,1,25,4,14,21,51
1245,1152,47,36,44,29,20,14
1246,1153,55,46,34,17,19,6
1247,1154,4,14,21,26,12,28
1248,1155,28,58,41,40,51,20
1249,1156,31,49,44,24,9,48
1250,1157,46,9,43,41,49,29
1251,1157,46,9,43,41,49,29
1252,1157,46,9,43,41,49,29
1253,1157,46,9,43,41,49,29
1254,1158,23,31,60,55,30,54
1255,1159,53,46,5,6,34,55
1256,1160,40,5,3,48,1,18
1257,1161,48,47,7,4,42,51
1258,1162,31,25,18,41,22,30
1259,1163,5,51,31,53,47,17
1260,1164,17,6,14,40,49,26
1261,1165,20,52,60,42,54,40
1262,1166,35,28,54,30,22,31
1263,1167,43,28,56,20,52,51
1264,1168,47,20,4,56,53,5
1265,1169,14,1,11,23,42,48
1266,1170,46,11,27,34,49,13
1267,1171,41,3,10,30,57,13
1268,1172,28,52,6,43,12,56
1269,1173,7,25,24,36,5,47
1270,1174,7,52,6,51,47,39
1271,1175,2,3,12,37,47,16
1272,1176,21,11,49,14,33,30
1273,1177,33,52,55,47,38,50
1274,1178,1,53,22,50,45,30
1275,1179,59,28,47,60,22,5
1276,1180,60,12,34,30,44,57
1277,1181,44,18,45,31,26,20
1278,1182,52,29,56,60,2,4
1279,1183,12,5,10,20,29,37
1280,1183,12,5,10,20,29,37
1281,1183,12,5,10,20,29,37
1282,1183,12,5,10,20,29,37
1283,1184,4,23,27,28,9,30
1284,1185,54,10,2,43,21,35
1285,1186,41,12,15,7,13,8
1286,1187,8,49,43,17,40,19
1287,1188,60,52,59,9,44,20
1288,1189,50,21,14,35,31,27
1289,1190,11,53,56,37,10,19
1290,1190,11,53,56,37,10,19
1291,1191,25,22,11,16,33,3
1292,1192,49,17,20,59,57,52
1293,1193,12,54,2,32,14,9
1294,1194,24,53,41,6,13,50
1295,1195,27,17,57,26,55,20
1296,1196,60,3,20,19,58,6
1297,1197,39,54,36,37,60,49
1298,1198,29,22,36,58,41,48
1299,1199,58,28,23,39,16,19
1300,1200,10,3,39,54,56,11
1301,1201,36,32,55,49,60,28
1302,1202,9,60,11,53,48,8
1303,1203,55,30,33,9,7,38
1304,1204,10,25,5,39,52,43
1305,1205,14,4,26,35,29,13
1306,1206,2,11,37,36,48,6
1307,1207,32,35,22,9,56,11
1308,1208,45,12,1,26,54,20
1309,1209,30,17,38,14,5,35
1310,1210,3,7,9,10,31,34
1311,1211,36,54,3,31,15,48
1312,1211,36,54,3,31,15,48
1313,1211,36,54,3,31,15,48
1314,1211,36,54,3,31,15,48
1315,1211,36,54,3,31,15,48
1316,1211,36,54,3,31,15,48
1317,1211,36,54,3,31,15,48
1318,1212,35,50,2,23,33,40
1319,1213,3,53,45,11,34,26
1320,1214,5,41,29,36,30,48
1321,1215,47,51,10,50,30,25
1322,1216,7,25,4,58,13,27
1323,1217,5,43,28,15,11,50
1324,1218,33,23,29,46,10,31
1325,1219,34,37,41,53,2,33
1326,1220,48,55,52,43,5,15
1327,1221,46,5,58,37,14,43
1328,1222,26,19,48,57,5,8
1329,1223,17,15,48,42,35,47
1330,1224,41,19,57,53,21,27
1331,1225,32,55,34,31,50,40
1332,1226,31,55,56,50,40,10
1333,1227,35,31,4,30,54,28
1334,1228,36,10,60,52,50,23
1335,1229,12,49,60,32,30,40
1336,1230,37,35,12,22,19,9
1337,1231,20,27,49,5,23,39
1338,1232,12,18,15,8,11,22
1339,1233,49,22,59,29,32,54
1340,1234,3,5,24,19,30,35
1341,1235,16,49,55,20,10,26
1342,1236,17,20,38,8,53,3
1343,1237,26,21,39,5,18,59
1344,1238,40,45,24,14,13,39
1345,1239,15,1,48,37,39,52
1346,1240,22,42,49,8,12,9
1347,1241,13,26,25,10,28,45
1348,1242,54,45,51,11,34,48
1349,1243,32,19,23,57,9,29
1350,1244,45,8,34,15,2,25
1351,1245,34,10,37,50,43,2
1352,1245,34,10,37,50,43,2
1353,1245,34,10,37,50,43,2
1354,1245,34,10,37,50,43,2
1355,1246,59,10,37,57,40,43
1356,1247,9,11,24,3,51,36
1357,1248,20,33,58,34,57,60
1358,1249,3,40,8,53,51,36
1359,1250,59,1,2,40,51,24
1360,1251,48,27,34,52,46,5
1361,1252,35,2,51,14,49,39
1362,1253,2,51,17,44,43,23
1363,1254,9,29,18,7,14,39
1364,1255,23,5,54,39,38,51
1365,1256,26,38,33,35,53,43
1366,1257,27,15,30,52,26,2
1367,1257,27,15,30,52,26,2
1368,1258,47,26,11,57,59,55
1369,1259,39,54,58,46,4,6
1370,1260,19,23,31,53,29,41
1371,1261,10,41,14,22,53,42
1372,1262,11,39,9,5,8,7
1373,1262,11,39,9,5,8,7
1374,1263,41,53,18,4,36,26
1375,1264,56,17,37,51,4,36
1376,1265,13,50,46,24,60,19
1377,1266,39,6,42,10,60,33
1378,1267,47,58,4,41,20,30
1379,1268,17,53,60,44,16,3
1380,1269,51,5,27,4,15,17
1381,1269,51,5,27,4,15,17
1382,1270,31,33,24,5,42,9
1383,1271,2,52,39,59,48,1
1384,1272,28,27,13,35,26,52
1385,1273,60,26,19,58,13,40
1386,1274,13,59,21,17,40,39
1387,1275,58,55,14,2,60,48
1388,1276,9,40,5,22,36,11
1389,1276,9,40,5,22,36,11
1390,1277,50,59,18,31,60,12
1391,1278,4,16,24,56,25,30
1392,1279,8,29,36,35,14,40
1393,1280,29,6,54,10,20,16
1394,1281,36,14,30,38,11,8
1395,1282,4,39,56,23,52,55
1396,1283,59,8,60,44,40,30
1397,1284,26,21,20,36,31,29
1398,1285,33,10,15,38,31,28
1399,1286,5,52,2,33,51,28
1400,1287,33,42,12,31,11,52
1401,1288,42,32,56,40,30,17
1402,1289,13,8,27,1,3,52
1403,1289,13,8,27,1,3,52
1404,1290,14,50,3,23,2,34
1405,1291,18,57,58,40,47,54
1406,1292,30,31,23,9,54,11
1407,1293,24,50,1,44,13,40
1408,1294,6,50,4,48,29,51
1409,1295,20,2,43,15,5,57
1410,1296,49,43,14,10,53,46
1411,1297,2,56,11,5,59,13
1412,1298,60,14,53,30,15,55
1413,1299,56,32,8,22,43,53
1414,1300,46,43,59,54,44,53
1415,1300,46,43,59,54,44,53
1416,1301,16,25,3,51,23,56
1417,1302,44,15,56,2,10,57
1418,1303,19,51,54,8,52,46
1419,1304,35,23,15,7,20,14
1420,1305,44,11,5,46,36,3
1421,1306,45,6,19,34,43,22
1422,1307,10,47,54,7,43,32
1423,1308,24,33,7,30,47,8
1424,1309,7,12,25,26,32,39
1425,1310,14,8,53,9,59,32
1426,1311,54,7,19,12,45,9
1427,1312,28,30,29,22,20,5
1428,1313,39,26,49,1,4,43
1429,1314,42,44,52,58,60,38
1430,1315,27,29,1,50,52,38
1431,1316,48,34,25,42,13,8
1432,1317,35,29,37,13,6,30
1433,1318,34,46,14,28,11,16
1434,1319,16,4,18,27,5,51
1435,1320,38,17,55,41,24,25
1436,1321,51,59,47,10,60,53
1437,1322,55,43,21,10,47,53
1438,1323,25,37,15,6,48,55
1439,1324,29,44,51,31,18,57
1440,1325,35,2,20,43,5,16
1441,1326,30,19,10,18,50,11
1442,1327,41,35,36,16,52,54
1443,1328,43,27,59,53,23,10
1444,1329,43,50,8,7,39,11
1445,1330,48,8,21,18,49,30
1446,1331,24,46,39,57,26,9
1447,1332,5,13,3,24,35,59
1448,1333,25,51,26,42,28,33
1449,1334,8,25,27,6,10,1
1450,1335,49,3,51,20,22,14
1451,1336,51,54,32,1,38,47
1452,1337,38,2,45,35,20,51
1453,1338,19,33,18,43,60,1
1454,1339,59,10,16,14,7,54
1455,1340,36,21,13,59,60,30
1456,1341,11,40,37,20,1,52
1457,1342,5,60,46,42,50,7
1458,1343,51,31,42,20,56,19
1459,1344,19,42,8,36,21,59
1460,1344,19,42,8,36,21,59
1461,1344,19,42,8,36,21,59
1462,1345,50,40,26,7,19,17
1463,1346,59,47,32,48,40,12
1464,1347,19,45,54,56,46,9
1465,1348,38,45,39,7,12,56
1466,1349,9,19,20,50,60,51
1467,1350,4,36,29,55,45,3
1468,1350,4,36,29,55,45,3
1469,1350,4,36,29,55,45,3
1470,1350,4,36,29,55,45,3
1471,1350,4,36,29,55,45,3
1472,1351,13,50,41,36,56,33
1473,1352,35,59,36,9,18,24
1474,1353,47,11,3,27,32,13
1475,1354,2,42,8,49,48,38
1476,1355,39,49,11,24,17,46
1477,1356,21,46,6,22,13,31
1478,1357,55,52,26,19,1,24
1479,1358,16,15,37,3,35,47
1480,1359,12,17,28,53,6,10
1481,1360,50,25,17,16,54,2
1482,1360,50,25,17,16,54,2
1483,1361,37,27,44,30,38,23
1484,1362,58,19,12,22,2,36
1485,1362,58,19,12,22,2,36
1486,1362,58,19,12,22,2,36
1487,1363,52,25,42,45,35,57
1488,1364,20,13,40,10,53,44
1489,1365,50,35,32,26,2,24
1490,1366,59,44,54,37,27,12
1491,1367,38,29,43,13,7,2
1492,1368,10,26,29,38,32,21
1493,1369,32,24,16,38,5,46
1494,1370,2,27,59,49,4,5
1495,1370,2,27,59,49,4,5
1496,1371,47,11,8,49,3,4
1497,1372,46,60,58,36,40,3
1498,1373,52,39,7,27,55,57
1499,1374,21,33,28,31,43,6
1500,1375,25,28,53,45,14,58
1501,1375,25,28,53,45,14,58
1502,1376,53,49,21,11,54,9
1503,1377,25,5,13,12,35,2
1504,1378,18,17,59,2,54,5
1505,1379,45,5,36,12,50,58
1506,1380,52,14,3,60,57,55
1507,1381,44,30,27,11,40,57
1508,1382,17,27,55,13,5,16
1509,1383,9,55,23,44,7,46
1510,1384,56,18,31,2,30,45
1511,1384,56,18,31,2,30,45
1512,1385,42,37,35,27,59,36
1513,1386,39,56,28,12,51,38
1514,1387,43,27,18,52,50,32
1515,1388,54,31,50,43,29,22
1516,1389,1,44,39,16,57,28
1517,1390,29,27,19,4,28,31
1518,1390,29,27,19,4,28,31
1519,1391,19,7,12,34,53,40
1520,1392,43,8,2,28,33,12
1521,1393,44,28,18,24,4,39
1522,1394,11,35,16,46,24,50
1523,1395,5,44,11,19,17,48
1524,1396,52,48,54,58,55,29
1525,1397,15,56,3,27,4,7
1526,1398,42,51,14,40,32,33
1527,1399,39,43,60,57,34,56
1528,1399,39,43,60,57,34,56
1529,1400,34,26,9,43,54,53
1530,1401,12,11,54,33,48,25
1531,1402,38,10,27,2,21,9
1532,1403,16,39,13,26,42,20
1533,1404,7,32,31,51,27,8
1534,1405,14,17,32,37,39,3
1535,1406,7,10,38,17,24,57
1536,1407,53,42,31,43,29,18
1537,1408,43,39,20,19,24,4
1538,1409,50,6,47,58,26,19
1539,1410,54,29,18,42,40,50
1540,1411,32,44,12,8,48,46
1541,1411,32,44,12,8,48,46
1542,1412,6,8,37,24,45,41
1543,1413,54,33,13,55,45,15
1544,1414,44,49,57,37,21,46
1545,1415,51,49,46,40,36,26
1546,1416,49,3,19,35,22,24
1547,1416,49,3,19,35,22,24
1548,1417,12,56,5,52,45,59
1549,1417,12,56,5,52,45,59
1550,1417,12,56,5,52,45,59
1551,1417,12,56,5,52,45,59
1552,1418,7,8,10,27,12,56
1553,1419,52,21,48,58,30,17
1554,1420,45,16,18,11,36,2
1555,1421,31,39,59,19,53,44
1556,1422,17,44,2,5,13,39
1557,1423,43,8,21,27,3,25
1558,1423,43,8,21,27,3,25
1559,1423,43,8,21,27,3,25
1560,1424,60,38,29,3,7,15
1561,1425,7,29,50,16,38,36
1562,1426,24,44,6,15,18,30
1563,1427,47,44,53,56,8,39
1564,1428,15,55,37,34,19,7
1565,1429,9,22,60,48,12,39
1566,1430,19,2,30,46,22,52
1567,1431,33,54,40,5,9,13
1568,1432,16,24,25,45,59,42
1569,1433,14,46,40,13,4,52
1570,1434,3,34,58,22,18,55
1571,1434,3,34,58,22,18,55
1572,1435,45,47,50,52,15,4
1573,1436,1,23,13,30,24,57
1574,1437,48,37,26,22,38,23
1575,1438,49,7,33,31,36,14
1576,1438,49,7,33,31,36,14
1577,1439,35,55,2,43,34,42
1578,1440,6,28,56,2,36,51
1579,1441,56,29,53,36,38,17
1580,1442,12,20,13,49,34,30
1581,1443,52,32,12,54,20,48
1582,1444,2,5,55,28,27,48
1583,1445,41,32,19,58,5,49
1584,1446,13,32,6,51,40,24
1585,1447,1,41,28,33,39,19
1586,1448,25,29,36,1,56,60
1587,1449,2,18,30,56,52,6
1588,1450,27,45,44,26,38,31
1589,1451,57,10,33,2,11,52
1590,1452,50,57,58,28,2,14
1591,1453,47,32,25,57,6,13
1592,1454,27,52,41,29,4,48
1593,1455,33,14,52,36,32,41
1594,1455,33,14,52,36,32,41
1595,1455,33,14,52,36,32,41
1596,1456,36,6,40,14,8,26
1597,1457,34,16,46,15,42,59
1598,1458,2,16,4,44,33,51
1599,1459,2,6,35,30,52,34
1600,1460,50,52,14,4,27,38
1601,1461,44,31,49,54,36,47
1602,1462,5,9,25,40,38,27
1603,1463,40,22,13,29,48,28
1604,1464,59,2,54,32,24,50
1605,1465,11,6,53,44,16,26
1606,1466,4,13,51,37,6,34
1607,1467,41,53,26,23,52,24
1608,1468,2,20,37,19,1,10
1609,1469,4,56,54,13,35,58
1610,1470,2,34,51,36,38,55
1611,1470,2,34,51,36,38,55
1612,1471,58,33,36,40,25,10
1613,1472,12,23,25,18,45,50
1614,1473,60,12,57,58,33,2
1615,1474,2,43,11,1,3,28
1616,1475,13,12,51,37,48,44
1617,1476,26,10,4,37,47,57
1618,1477,50,59,56,46,3,4
1619,1478,10,40,27,47,55,37
1620,1479,57,21,54,48,50,60
1621,1480,9,14,26,36,52,21
1622,1481,40,27,55,17,28,44
1623,1482,11,9,6,34,41,53
1624,1483,55,53,1,35,56,39
1625,1484,49,29,17,53,20,24
1626,1485,30,59,27,36,4,54
1627,1486,10,1,34,54,6,40
1628,1487,4,17,23,28,9,53
1629,1488,4,51,45,22,38,25
1630,1489,48,15,24,28,1,26
1631,1490,31,32,43,3,52,1
1632,1491,56,6,45,60,26,50
1633,1492,48,44,46,4,18,9
1634,1493,30,24,12,49,7,27
1635,1493,30,24,12,49,7,27
1636,1494,50,28,35,24,2,14
1637,1495,13,49,4,44,14,57
1638,1496,28,18,41,54,14,47
1639,1497,58,7,27,45,4,5
1640,1498,11,46,27,49,6,40
1641,1499,26,37,8,22,54,33
1642,1500,57,43,18,59,10,31
1643,1501,13,37,54,7,29,1
1644,1502,6,43,22,52,57,51
1645,1503,36,22,42,3,16,4
1646,1504,41,2,42,30,12,10
1647,1505,32,1,6,9,16,2
1648,1506,49,34,42,18,3,14
1649,1507,46,24,51,50,56,52
1650,1508,58,39,18,17,35,30
1651,1508,58,39,18,17,35,30
1652,1509,27,51,1,46,59,6
1653,1510,1,8,44,17,46,53
1654,1511,8,29,31,4,17,45
1655,1512,35,11,28,46,42,58
1656,1513,31,57,17,56,28,58
1657,1514,23,16,17,59,42,60
1658,1515,59,49,13,18,4,14
1659,1516,34,60,18,45,4,20
1660,1517,45,38,52,17,7,56
1661,1518,28,8,55,41,48,9
